Project_ID,Constituency,State,Work category,Work description,RECOMMENDED AMOUNT   ( ₹ ),Category_Mean_Cost,Category_Median_Cost,Anomaly_Score
150090.0,KOLKATA DAKSHIN,West Bengal,normal/others,"construction of proposed g+v storied educational building for use of english medium school, 17 debi chowdhury road, kolkata - 700024 under ward no. 79",10000000.0,521220.07,300000.0,-0.104
254851.0,CHENNAI NORTH,Tamil Nadu,normal/others,1.dental chairs with 3 kv stabilizer. 2. ultrasonic sealer. 3. light cure unit. 4. endomotor. 5. radio visio graphy rvg 1 no with monitor. 6. micromotor with straight hand piece. 7. ro approximate capacity bof 30 litres. 8. 3 kv stabilizer,10000000.0,521220.07,300000.0,-0.104
282656.0,OUTER MANIPUR(ST),Manipur,normal/others,installation of borewell handpump with submersible pump 10 villages within kamjong district,10000000.0,521220.07,300000.0,-0.104
164830.0,CHENNAI NORTH,Tamil Nadu,normal/others,"1) ultra sound machine with linear, curvilinear and echo probes, 2) fibre optic intubating bronchoscope (paediatric (3.2) size and standard specifications for use in intubation and thoracic surgeries. 3)  fibre optic intubating bronchoscope (adult size (5) and standard specifications for use in intubation and thoracic surgeries)",10000000.0,521220.07,300000.0,-0.104
204089.0,NAGARKURNOOL(SC),Telangana,normal/others,construction of social welfare boys hostel at undavelle,10000000.0,521220.07,300000.0,-0.104
216110.0,CHANDAULI,Uttar Pradesh,normal/others,installation of high mast lights in various villages of shivpur and ajgara,10763500.0,521220.07,300000.0,-0.104
155212.0,TURA,Meghalaya,normal/others,for supply of water pipeline and water pump for 50 different villages within dalu block.,10000000.0,521220.07,300000.0,-0.104
155216.0,TURA,Meghalaya,normal/others,for supply of water pipeline and water pump in 50 different villages within gambegre block.,10000000.0,521220.07,300000.0,-0.104
211751.0,CHENNAI CENTRAL,Tamil Nadu,normal/others,"forming of boxing accadamy inside a part of the gopalapuram playground in  dn-111, unit 25, zone -9, chepauk triplcane",10000000.0,521220.07,300000.0,-0.104
213686.0,CHENNAI NORTH,Tamil Nadu,normal/others,high end multipara monitor with provision for invasive bp and end tidal carbon dioxide monitoring and all accessories,9977320.0,521220.07,300000.0,-0.104
257051.0,RAIGANJ,West Bengal,normal/others,additional fund for completion of stadium at kaliyaganj municipality,10000000.0,521220.07,300000.0,-0.104
283790.0,NAGALAND,Nagaland,normal/others,purchase of ambulance (three nos.),9900000.0,521220.07,300000.0,-0.104
156949.0,SULTANPUR,Uttar Pradesh,normal/others,high mast light 9.5 mtr pole at different locations of 44 by agency kshetriya prabandhak laghu udyog nigam prayagraj,9851072.0,521220.07,300000.0,-0.104
156951.0,SULTANPUR,Uttar Pradesh,normal/others,high mast light 12.5 mtr pole at different locations of 17by samaj kalyan nigam (up sidko) sultanpur prayagraj,10098000.0,521220.07,300000.0,-0.104
218164.0,PHULPUR,Uttar Pradesh,normal/others,05 solar pawar plant and 02 solar highmast light,10471626.0,521220.07,300000.0,-0.104
149810.0,BARDHAMAN-DURGAPUR,West Bengal,normal/others,"construction of community hall at bhatar bazar plot no:2816/2817/2806, jl no:-63, mouza:-palar",10000000.0,521220.07,300000.0,-0.104
275361.0,OUTER MANIPUR(ST),Manipur,normal/others,installation of borewell handpump with submersible pump 10 numbers within kamjong district,10000000.0,521220.07,300000.0,-0.104
220280.0,MALDAHA DAKSHIN,West Bengal,normal/others,"construction of rcc bridge over river masna at sankar ghat under dogachi napara in samserganj block,dist.murshidabad",10000000.0,521220.07,300000.0,-0.104
241554.0,SRIPERUMBUDUR,Tamil Nadu,normal/others,construction of community hall building,10000000.0,521220.07,300000.0,-0.104
196895.0,NAGARKURNOOL(SC),Telangana,normal/others,construction of social welfare girls college hostel a in wanaparthy town,10000000.0,521220.07,300000.0,-0.104
226219.0,NAGPUR,Maharashtra,normal/others,"setting up of e-library at dr.babasaheb ambedkar law college, nagpur.",9998850.0,521220.07,300000.0,-0.104
225863.0,HARDOI (SC),Uttar Pradesh,normal/others,lighting of public spaces,9581750.0,521220.07,300000.0,-0.104
263517.0,GULBARGA(SC),Karnataka,normal/others,construction of 6 class rooms and other works to govt.hps school at ranjole village in sedam taluka,10000000.0,521220.07,300000.0,-0.104
145618.0,SULTANPUR,Uttar Pradesh,normal/others,as per list attached of 44 places of installation of high mast led light - 6 led for different blocks and villages.,9852234.0,521220.07,300000.0,-0.104
194318.0,ASANSOL,West Bengal,normal/others,"suppy and installation of solar street lights at different places under raniganj, jamuria, barabani, salanpur blocks.",9976028.0,521220.07,300000.0,-0.104
146422.0,CHENNAI CENTRAL,Tamil Nadu,normal/others,"construction of boxing academy building in gopalapuram ward 111, part 25, zone 9 of chennai central consituency",10000000.0,521220.07,300000.0,-0.104
195449.0,BARABANKI(SC),Uttar Pradesh,normal/others,supply and installation of 47 highmast light in many areas of barabanki constituency,9866200.0,521220.07,300000.0,-0.104
283805.0,NAGALAND,Nagaland,normal/others,improvement of road towards civil hospital circular road at mon town,9800000.0,521220.07,300000.0,-0.104
240691.0,SULTANPUR,Uttar Pradesh,normal/others,high mask light as per attached list,9992262.0,521220.07,300000.0,-0.104
134981.0,SHAHJAHANPUR(SC),Uttar Pradesh,normal/others,15 yatri tin/bus shades list for rural and urban areas as per enclosed list,9900000.0,521220.07,300000.0,-0.104
148981.0,SIVAGANGA,Tamil Nadu,normal/others,(mplads 2024-25) extension of bus stand in sivaganga municipality,10000000.0,521220.07,300000.0,-0.104
229508.0,OUTER MANIPUR(ST),Manipur,normal/others,installing 12 borewells within ukhrul district,10000000.0,521220.07,300000.0,-0.104
136140.0,FIROZABAD,Uttar Pradesh,normal/others,from anwara majra nagla chhainkur hanuman tample to railway underpass interlocking road and drainage system  developement lenght 400 meters by 7 meter,9511630.0,521220.07,300000.0,-0.1035
189846.0,SHAHJAHANPUR(SC),Uttar Pradesh,normal/others,14 yatri tin bus shades list for rural and urban areas as per enclosed list,9240000.0,521220.07,300000.0,-0.1023
193462.0,NAGALAND,Nagaland,normal/others,"construction of community approach road, soiling, metaling towards water point secretariat road",9400000.0,521220.07,300000.0,-0.1023
225857.0,HARDOI (SC),Uttar Pradesh,normal/others,lighting of public spaces,9227740.0,521220.07,300000.0,-0.1023
178906.0,AHMEDABAD EAST,Gujarat,normal/others,installation and fixing of gas based cremation furnance system at dahegaam nagarpalika at dahegam,9424000.0,521220.07,300000.0,-0.1023
194319.0,ASANSOL,West Bengal,normal/others,supply and installation of solar high mast light,9231040.0,521220.07,300000.0,-0.1023
246454.0,KARNAL,Haryana,normal/others,construction of interlocking in khadanja between road from kutani to pwd road,9386764.0,521220.07,300000.0,-0.1023
244989.0,ASANSOL,West Bengal,normal/others,development of pond by construction of bath ghat including community toilet with changing room and electric high mast lights,9122000.0,521220.07,300000.0,-0.1018
305611.0,SITAPUR,Uttar Pradesh,normal/others,installation of 53 six way 9 meter highmast  in loksabha-30 sitapur.,9051870.0,521220.07,300000.0,-0.1012
256906.0,AHMEDABAD WEST(SC),Gujarat,normal/others,mental hospital health equipment rtms (repetitive trans cranial magnetic stimulation) shahibagh,9000000.0,521220.07,300000.0,-0.1
275288.0,WEST DELHI,Delhi,normal/others,procurement of 4 nos sky top tree pruning machine for najafgarh and west zone - mcd,9000000.0,521220.07,300000.0,-0.1
274517.0,BARABANKI(SC),Uttar Pradesh,normal/others,supply and installation of 43 highmast lights in many areas of barabanki lok sabha,9030000.0,521220.07,300000.0,-0.1
276199.0,AHMEDABAD WEST(SC),Gujarat,normal/others,"procurement of rtms system  part-2 (repetitive transcranial magnetic stimulation, shahibagh",9000000.0,521220.07,300000.0,-0.1
193464.0,NAGALAND,Nagaland,normal/others,construction of flood control embankment at kayong,9000000.0,521220.07,300000.0,-0.1
195532.0,CHANDAULI,Uttar Pradesh,normal/others,"supply and installation of led semi high mast lights at 51 different places in harhua, cholapur, chiraigaon and pindra block in district varanasi, chandauli loksabha (as per list enclosed).",9026089.0,521220.07,300000.0,-0.1
174146.0,SITAPUR,Uttar Pradesh,normal/others,installation of 47 six way 200 watt electric high mast lights on diffrent places.,8244881.0,521220.07,300000.0,-0.0989
225865.0,HARDOI (SC),Uttar Pradesh,normal/others,lighting of public spaces,8710700.0,521220.07,300000.0,-0.0989
176431.0,HARDOI (SC),Uttar Pradesh,normal/others,50 no 200 watt light,8594232.0,521220.07,300000.0,-0.0989
275951.0,BHADOHI,Uttar Pradesh,normal/others,86 high mast solar lights for installation in handia and pratappur assembly constituency as per the attached list,8621382.0,521220.07,300000.0,-0.0989
183379.0,IDUKKI,Kerala,normal/others,"construction of new building for  govt.vocational higher secondary school -thodupuzha ,ward 7- v.h.s,thodupuzha municipality, idukki dist",8676888.0,521220.07,300000.0,-0.0989
193452.0,NAGALAND,Nagaland,normal/others,purchase of community ambulance,8500000.0,521220.07,300000.0,-0.0989
136732.0,HARDOI (SC),Uttar Pradesh,normal/others,39 ?? 170-200 ??? 06 ?? ???????? ???? ?? ????????? ?????,8602500.0,521220.07,300000.0,-0.0989
137367.0,KRISHNANAGAR,West Bengal,normal/others,"construction of chapra bus stand at karimpur krishnagar road under chapra gp, chapra block , nadia.",8800000.0,521220.07,300000.0,-0.0989
235614.0,ALLAHABAD,Uttar Pradesh,normal/others,allahabad loksabha kshetra handpump installation,8699002.0,521220.07,300000.0,-0.0989
189521.0,ASANSOL,West Bengal,normal/others,supply and installation of  17 nos 12 mtr. electric high mast light at different places within pandaveswar p.s. under paschim bardhaman district (each light cost rs. 4.82 lac),8194000.0,521220.07,300000.0,-0.0978
237932.0,INNER MANIPUR,Manipur,normal/others,"2nd phase of community media centre at soibam leikai, public mongpham, porompat",8100000.0,521220.07,300000.0,-0.0961
210408.0,ALLAHABAD,Uttar Pradesh,normal/others,solar light in allahabad loksabha chhetra,8087040.0,521220.07,300000.0,-0.0961
198336.0,BIRBHUM,West Bengal,normal/others,"wheel chair - 600 pcs  x 11300, tri cycel - 80 pcs x16500, birbhum distric block and town area distrubtion, executive agency -  officer in charge agro industries corportion ltd.",8100000.0,521220.07,300000.0,-0.0961
203045.0,UDHAMPUR,Jammu And Kashmir,normal/others,purchase of one (1) critical care mobile medical van to district ramban,8000000.0,521220.07,300000.0,-0.0955
212607.0,SOUTH DELHI,Delhi,normal/others,"construction of side berms from ganga bakas chowk to cci mode (maa anand mai marg) by providing curve stone, interlocking paver blocks etc. cci road, tughlakabad village, ward 178, cnz",7865926.0,521220.07,300000.0,-0.0955
213688.0,CHENNAI NORTH,Tamil Nadu,normal/others,"construction of compound wall at old block vyasarpadi 192 tenements  in division 46 colony, perambur  constituency.",7500000.0,521220.07,300000.0,-0.0955
203486.0,AMETHI,Uttar Pradesh,normal/others,"installation of 370 (three hundred seventy ) solar street lights at various locations in block gauriganj,jamo,shahgarh and musafirkhana as per the attached list.",7908440.0,521220.07,300000.0,-0.0955
274686.0,ANDAMAN AND NICOBAR ISLANDS,Andaman And Nicobar Islands,normal/others,construction of open bailey bridge at mohanpur ward no.2 kishorinagar diglipur tehsil,7041042.0,521220.07,300000.0,-0.0955
163760.0,AMALAPURAM(SC),Andhra Pradesh,normal/others,construction of cc drain along r and b road near p gannavaram junction towards main drain in p gannavaram village and mandal,7000000.0,521220.07,300000.0,-0.0955
166818.0,MOHANLALGANJ(SC),Uttar Pradesh,normal/others,65 lights 4 way light according to the list attach,7019025.0,521220.07,300000.0,-0.0955
179124.0,RAJAHMUNDRY,Andhra Pradesh,normal/others,construction of additional infrastructure at phule ambedkar bhavan in the municipal corporation of rajamahendravaram,8000000.0,521220.07,300000.0,-0.0955
252852.0,PHULPUR,Uttar Pradesh,normal/others,sanlagan ke anusar 04 interloking wark,7150000.0,521220.07,300000.0,-0.0955
208639.0,MEDINIPUR,West Bengal,normal/others,construction of bridge over kushmi khal at beniadiha in between pabnia and indra under baghasti gp,7285644.0,521220.07,300000.0,-0.0955
269245.0,WEST DELHI,Delhi,normal/others,providing and fixing of precast rcc benches with arm rest in various wards under the juridiction of west delhi lok sabha constituency in najafgarh zone nos of quantity is 875,6985680.0,521220.07,300000.0,-0.0955
174636.0,HINGOLI,Maharashtra,normal/others,construction of bridge with approch road towards primary health cement at. ashti tq. hadgaon dist nanded.,7938332.0,521220.07,300000.0,-0.0955
211150.0,KRISHNANAGAR,West Bengal,normal/others,upgradation of pattabuka community hall under karimpur -i block.,7910400.0,521220.07,300000.0,-0.0955
276201.0,AHMEDABAD WEST(SC),Gujarat,normal/others,advance phaco emulsification system(nos-1),8000000.0,521220.07,300000.0,-0.0955
268853.0,ALLAHABAD,Uttar Pradesh,normal/others,allahabad loksabha 52 chhetra handling  installation,7759136.0,521220.07,300000.0,-0.0955
251880.0,VIJAYAWADA,Andhra Pradesh,normal/others,"construction of community hall at60th division , vambay colony",7500000.0,521220.07,300000.0,-0.0955
198737.0,RAJAMPET,Andhra Pradesh,normal/others,construction of additional room and halls in the existing public community building bandakindapalli (v and g.p),7000000.0,521220.07,300000.0,-0.0955
280615.0,JANGIPUR,West Bengal,normal/others,construction of indoor badminton court  at jangipur,7165000.0,521220.07,300000.0,-0.0955
250877.0,PEDDAPALLE,Telangana,normal/others,purchase of 2nos buses for medical college,8000000.0,521220.07,300000.0,-0.0955
228661.0,AMETHI,Uttar Pradesh,normal/others,installation of 36 (thirty six) high mast electric lights as per the list attached. (previous letter no.13).,7200000.0,521220.07,300000.0,-0.0955
156804.0,MEDINIPUR,West Bengal,normal/others,construction of vented causeway bridge at parang khal in between jugdiha and gohaldihi,7429927.0,521220.07,300000.0,-0.0955
251879.0,VIJAYAWADA,Andhra Pradesh,normal/others,"construction of community hall at 31st division, vijayawada central constituency",7500000.0,521220.07,300000.0,-0.0955
207494.0,KOLKATA UTTAR,West Bengal,normal/others,construction of community hall with auditorium under ward no. 57,8000000.0,521220.07,300000.0,-0.0955
220829.0,AZAMGARH,Uttar Pradesh,normal/others,village kuwadevchand patti me shri sonu sharma ke home se shri shivakant yadav ke home tak cc road work,7850000.0,521220.07,300000.0,-0.0955
145107.0,BANKURA,West Bengal,normal/others,installation of 20 nos. of solar high mast lights at different places of  simlapal block area under bankura district,7600000.0,521220.07,300000.0,-0.0955
154261.0,HINDUPUR,Andhra Pradesh,normal/others,construction of community hall at survey no:782-2a & 782-2c of somandepalli village,7963254.0,521220.07,300000.0,-0.0955
184783.0,PERAMBALUR,Tamil Nadu,normal/others,construction of 3 class rooms for karikali govt high school at karikali pt t.pet pu (2024-2025),7200000.0,521220.07,300000.0,-0.0955
283789.0,NAGALAND,Nagaland,normal/others,youth outreach and empowerment programme,7800000.0,521220.07,300000.0,-0.0955
157138.0,HINDUPUR,Andhra Pradesh,normal/others,construction of community hall at survey no. 294-2 of parigi village,8000000.0,521220.07,300000.0,-0.0955
197245.0,FIROZABAD,Uttar Pradesh,normal/others,construction of cc road and drainage system from ration shop to bhole baba tample 430 meter by 6 meter,6997000.0,521220.07,300000.0,-0.0955
215505.0,AHMEDABAD WEST(SC),Gujarat,normal/others,advanced  phacoemulsification machine 1 nose m j western regional institute of ophthalmology,8000000.0,521220.07,300000.0,-0.0955
197963.0,FIROZABAD,Uttar Pradesh,normal/others,on tundla etah road from sonalika tractor agency to maharaj sing dhankar house 350 meter cc and drainage,6998000.0,521220.07,300000.0,-0.0955
157751.0,ERNAKULAM,Kerala,normal/others,"construction of samskarika nilayam , ward 4, kadamakudy grama panchayath (sc category)",7896000.0,521220.07,300000.0,-0.0955
229420.0,MIRZAPUR,Uttar Pradesh,normal/others,works recommended in letter no 219 for kon block,7149900.0,521220.07,300000.0,-0.0955
299400.0,KAKINADA,Andhra Pradesh,normal/others,construction of community hall (1st floor),7500000.0,521220.07,300000.0,-0.0955
191918.0,KRISHNANAGAR,West Bengal,normal/others,construction of community hall at narayanpur bazar under narayanpur-i gp under karimpur ii block.,6925908.0,521220.07,300000.0,-0.0938
225860.0,HARDOI (SC),Uttar Pradesh,normal/others,lighting of public spaces,6968560.0,521220.07,300000.0,-0.0938
266944.0,GULBARGA(SC),Karnataka,normal/others,construction of 4 class rooms and other works to goverment hps school at mahagaon village in kamalapur taluka,6600000.0,521220.07,300000.0,-0.0916
252116.0,DOMARIYAGANJ,Uttar Pradesh,normal/others,bhadariya chandradeep ghat marg khantara d y se pikaura tak 800 meetr pich road kary,6600000.0,521220.07,300000.0,-0.0916
170172.0,KHERI,Uttar Pradesh,normal/others,construction of rapata on drain on padukhia-trikoliya connecting road in village padukhia of gram panchayat gauriya,6798710.0,521220.07,300000.0,-0.0916
281155.0,BADAUN,Uttar Pradesh,normal/others,district badaun mein diffrent places par 48 no semi high mast light ka krya (4 lighto wali),6768000.0,521220.07,300000.0,-0.0916
266942.0,GULBARGA(SC),Karnataka,normal/others,construction of 4 class rooms and other works to govt. hps school at trt bhankur village in shahabad taluka,6600000.0,521220.07,300000.0,-0.0916
141109.0,BARASAT,West Bengal,normal/others,200 solar light,6803986.0,521220.07,300000.0,-0.0916
180904.0,TRIPURA WEST,Tripura,normal/others,"construction of community guest house at sri sri santikali sevashram, chintaram kobra para, champaknagar, jhirania, tripura west pin 799045",6683300.0,521220.07,300000.0,-0.0916
211149.0,KRISHNANAGAR,West Bengal,normal/others,construction of culvert at bara  khal under barachandghar gp under kaliganj block.,6501833.0,521220.07,300000.0,-0.0899
136736.0,HARDOI (SC),Uttar Pradesh,normal/others,31 ?? 06 ??  170-200 ??? ???????? ???? ?? ????????? ?????,6520794.0,521220.07,300000.0,-0.0899
252111.0,DOMARIYAGANJ,Uttar Pradesh,repair and renovation,bansi dumariyaganj road par khamariya khurd se siswa gav tak 700 meetar pich road nirman kary,6300000.0,597548.51,464802.0,-0.0892
295598.0,HOSHIARPUR(SC),Punjab,normal/others,construction of 7 mtr 2 span bridge at bist doab canal near village kukowal,6223000.0,521220.07,300000.0,-0.0888
283693.0,KRISHNAGIRI,Tamil Nadu,normal/others,bt road from sangepalli  to arupalli periyaubbanur pt.,6206000.0,521220.07,300000.0,-0.0888
189870.0,AMETHI,Uttar Pradesh,normal/others,"installation of 287 (two hundred eighty seven) solar street lights, as per the list attached",6447168.0,521220.07,300000.0,-0.0888
139548.0,KRISHNANAGAR,West Bengal,normal/others,"construction of culvert at nichupara canel under matiari village near the land of sushanta das & jagannath das under matiyari gram panchayat, block kaliganj, nadia.",6433401.0,521220.07,300000.0,-0.0888
212156.0,KARAKAT,Bihar,normal/others,"prakhand- daudnagar, panchayat -sinduar, vill- ekauni main high class community hall",6393000.0,521220.07,300000.0,-0.0888
266950.0,GULBARGA(SC),Karnataka,normal/others,construction of 4 class rooms and other works to government hps school at kondguli village in yadrami taluka,6400000.0,521220.07,300000.0,-0.0888
252124.0,DOMARIYAGANJ,Uttar Pradesh,normal/others,kathela gaurdeeh marg par dobha se navel sesh 700 meetar pich road kary,6300000.0,521220.07,300000.0,-0.0888
242876.0,CHITTOOR,Andhra Pradesh,normal/others,"i wish to inform that the government of andhra pradesh is conducting swatch andhra swarna andhra programme in all rural areas and door-to-door garbage collection is all the gram panchayats.  in this connection, some of the public representatives from the following gram panchayats have requested to provide e-autos to the gram panchayats for better performing of sanitation activities in villages.",6300000.0,521220.07,300000.0,-0.0888
262944.0,THRISSUR,Kerala,normal/others,construction of road to pallam sc unnati,6100000.0,521220.07,300000.0,-0.0876
209067.0,ASANSOL,West Bengal,normal/others,supply and installation of electric street lights (80 nos.),6160000.0,521220.07,300000.0,-0.0876
242608.0,MACHHLISHAHR(SC),Uttar Pradesh,normal/others,mere loksabha ke antargat pindra vidhansabha me 285 nag solar street light ka adhishthapan hona hai jisme ek nag solar light ki keemat 22464 rupaye hai aur 285 solar streeet light ki kul anumanit lagat 6402240 rupaye hai 285 light ki suchi samast gramsabhao aur deatail ke sath sanlagn hai,6126645.0,521220.07,300000.0,-0.0876
164779.0,CHANDAULI,Uttar Pradesh,normal/others,supply and installation of led semi high mast lights at 25 different places in district chandauli (as per list enclosed).,6100000.0,521220.07,300000.0,-0.0876
225862.0,HARDOI (SC),Uttar Pradesh,normal/others,lighting of public spaces,6097477.0,521220.07,300000.0,-0.0876
231653.0,BADAUN,Uttar Pradesh,normal/others,budaun mein 20 sthano par sheetal jal pyau ka adhisthapan (3.03 per pyau),6060000.0,521220.07,300000.0,-0.0876
188831.0,GHATAL,West Bengal,normal/others,installation of high mast light 16nos,5999949.0,521220.07,300000.0,-0.0865
179556.0,MEDINIPUR,West Bengal,normal/others,"construction of boundary wall and improvement of ground of belda stadium at mouza -susindaa jl. no. 320, plot no. 422, 423, 427, 428, 429, 430, 431, 437, 438, 442.",5970760.0,521220.07,300000.0,-0.0865
190727.0,BARASAT,West Bengal,normal/others,electrification of community cultural centre,6000000.0,521220.07,300000.0,-0.0865
178453.0,PALAMU(SC),Jharkhand,normal/others,purchase of advance life support system ambulance,6000000.0,521220.07,300000.0,-0.0865
182174.0,KAKINADA,Andhra Pradesh,normal/others,construction of retaining wall on yeleru canal right bank near sivalayam temple,6000000.0,521220.07,300000.0,-0.0865
179123.0,RAJAHMUNDRY,Andhra Pradesh,normal/others,construction of multipurpose activity centre at gadarada village,6000000.0,521220.07,300000.0,-0.0865
266346.0,POLLACHI,Tamil Nadu,normal/others,construction of extension of office building at subbammal street in pollachi municipality,6000000.0,521220.07,300000.0,-0.0865
202605.0,TIRUPPUR,Tamil Nadu,normal/others,construction of ground floor and 1st floor community welfare centre at azhukuli panchayat in gobi union at erode district,6000000.0,521220.07,300000.0,-0.0865
240203.0,INNER MANIPUR,Manipur,normal/others,"construction of market shed at keishamthong keithel, top leirak.",6000000.0,521220.07,300000.0,-0.0865
169792.0,SRIKAKULAM,Andhra Pradesh,normal/others,construction of rooms and halls in the existing public and community buildings at icds in kotabommali village of kotabommali mandal,6000000.0,521220.07,300000.0,-0.0865
283791.0,NAGALAND,Nagaland,normal/others,"integrated tothi chaka farm bhandari, wokha",6000000.0,521220.07,300000.0,-0.0865
248813.0,INNER MANIPUR,Manipur,normal/others,"2nd phase of athoupung leikol, a public park at arapti maning leikai (paona mongpham), lilong.",6000000.0,521220.07,300000.0,-0.0865
231995.0,AMALAPURAM(SC),Andhra Pradesh,normal/others,construction of burial ground shelter building,6000000.0,521220.07,300000.0,-0.0865
209334.0,INNER MANIPUR,Manipur,normal/others,,6000000.0,521220.07,300000.0,-0.0865
228662.0,AMETHI,Uttar Pradesh,normal/others,"installation of 275(two hundred seventy five) solar street lights, as per the list attached (previous letter no.19).",5909750.0,521220.07,300000.0,-0.0865
152381.0,ASANSOL,West Bengal,normal/others,construction of new community hall at rangamati village,6000000.0,521220.07,300000.0,-0.0865
152382.0,ASANSOL,West Bengal,normal/others,construction of new community hall.,6000000.0,521220.07,300000.0,-0.0865
141315.0,TIRUPPUR,Tamil Nadu,normal/others,"gobi,kugalur-b,(pommanaayakkan palaiyam)consraction pf community hall at gobi",6000000.0,521220.07,300000.0,-0.0865
227344.0,HINDUPUR,Andhra Pradesh,normal/others,"construction of community hall in sno. 353 in bc colony 2, kanaganipalli village mandal",6000000.0,521220.07,300000.0,-0.0865
214632.0,SITAPUR,Uttar Pradesh,normal/others,installation of 35 six way 9m hihg mast on diffrent places in loksabha -30 sitapur.,5849060.0,521220.07,300000.0,-0.0848
157697.0,BOLPUR(SC),West Bengal,normal/others,"construction of building ,toilet and plumbing works at uddharanpur village near electric crematorium under satihati gp.executing agency will be eo ketugram- ii panchayat samity.",5832150.0,521220.07,300000.0,-0.0826
274318.0,SURAT,Gujarat,normal/others,to allocate 1 smart panel to each of the schools mentioned in the list at a cost of 260000 per unit,5720000.0,521220.07,300000.0,-0.0826
176199.0,ALWAR,Rajasthan,normal/others,purchase work of 2 mobile library vehicles including training equipment and furniture in alwar lok sabha constituency,5800000.0,521220.07,300000.0,-0.0826
221011.0,REWA,Madhya Pradesh,normal/others,installation of open gym,5694490.0,521220.07,300000.0,-0.0826
249980.0,MACHHLISHAHR(SC),Uttar Pradesh,normal/others,"mere sansadiy kshetra machhalishahar ke vidhansabha zafarabad me 286 nag solar ka adhishthapan hona hai jiski suchi sath me sanlagn hain 20015 ki dar se 286 nag solar light ki keemat 57,24,290 rs hain",5724290.0,521220.07,300000.0,-0.0826
174721.0,TRIPURA EAST(ST),Tripura,normal/others,construction of prefabricated shop and solar street lights and beautification.,5807060.0,521220.07,300000.0,-0.0826
161482.0,MOHANLALGANJ(SC),Uttar Pradesh,normal/others,1 way solar light 286 pc according to the list attach,5714566.0,521220.07,300000.0,-0.0826
200884.0,HYDERABAD,Telangana,normal/others,"laying of 900mm dia and 600mm dia np-3 pipe line and cc road restoration from h.no. 17-4-387, ashoorkhana hazrat-e-ameer muqtar to h.no. 17-4-313 a and bylanes in matha kidiki nala, yakutpura assembly constituency",5656600.0,521220.07,300000.0,-0.0798
176639.0,BOLPUR(SC),West Bengal,normal/others,installation 12 no 16 mtr highmast street light at1. hatkalua bazar.2. choto goga masjid more.3.bakul burikali more.4.rakerswar shibtola more.5.bhola bazar bus stand.6.dhondanga monshatola more.7.bamnigram bus stand.8.maheshpur kalitola more.9.kotoghosa more.10.swagram pashimpara baro masjid more.11. kamar math tematha more .12 kurunahar bus stand.executing agency e.o. labpur panchayet samity.,5578935.0,521220.07,300000.0,-0.0787
200883.0,HYDERABAD,Telangana,normal/others,"additional class room block in ground floor and 1st to indira priyadarshini degree college, nampally, hyderabad",5600000.0,521220.07,300000.0,-0.0787
171050.0,JHANSI,Uttar Pradesh,normal/others,tourism development works at mauranipur sukhnai river bank under cm toursim development sahbhagita yojna.,5599000.0,521220.07,300000.0,-0.0787
192872.0,THANJAVUR,Tamil Nadu,normal/others,construction work on a new waiting room building near the critical care unit at thanjavur medical college hospital,5600000.0,521220.07,300000.0,-0.0787
136735.0,HARDOI (SC),Uttar Pradesh,normal/others,26 ??  170-200 ??? 06 ?? ???????? ???? ?? ????????? ?????,5580000.0,521220.07,300000.0,-0.0787
208657.0,MEDINIPUR,West Bengal,normal/others,"construction of hall at police lines, ward no. 3, medinipur,  paschim medinipur",5500000.0,521220.07,300000.0,-0.0782
156772.0,BANGALORE SOUTH,Karnataka,normal/others,"construction of unique science park (inclusive of electrical & civil works) under the science city project that aims to enhance bengaluru’s safety awareness, education, cleanliness, and economic vitality at dhanvanthari park, 2nd phase, jp nagar, bengaluru - 560078",5490893.0,521220.07,300000.0,-0.0782
229124.0,BOLPUR(SC),West Bengal,normal/others,"installation of 11 (eleven) 16 mtr highmast light on high road at 1.near gattor uttar para club.2.swagram indratola more,3.mohula shibtola,4.kalyanpur primari school,5.saraparajpur more,6.shitalgram shibtola more,7.kaichara shibtola more,8.malotipur dharmarajtola,9. srikrishnapur kandar ghat,10. indas daspara,11.lagosha primaryschool no i. executing agency will be e.o. labpur panchayet samity.",5499446.0,521220.07,300000.0,-0.0782
251884.0,VIJAYAWADA,Andhra Pradesh,normal/others,providing 150mm di pipeline from p and t colony elsr pumping line,5488000.0,521220.07,300000.0,-0.0782
240010.0,KRISHNANAGAR,West Bengal,normal/others,construction of gallery at kamari play ground at hatgachha g.p.,5467000.0,521220.07,300000.0,-0.076
197305.0,KANNIYAKUMARI,Tamil Nadu,normal/others,constn.of (differently abled students) addl.class room at chettikulam primary  school,5440000.0,521220.07,300000.0,-0.076
174723.0,TRIPURA EAST(ST),Tripura,normal/others,construction of prefabricated shop and solar street lights and beautification.,5479250.0,521220.07,300000.0,-0.076
239999.0,PHULPUR,Uttar Pradesh,normal/others,sanlagank 6 high mast light (20.00mt.),5475757.0,521220.07,300000.0,-0.076
197304.0,KANNIYAKUMARI,Tamil Nadu,normal/others,constn.of (differently abled students) addl.class room at modern hr.sec school thuckalay,5440000.0,521220.07,300000.0,-0.076
195872.0,VILUPPURAM(SC),Tamil Nadu,normal/others,"construction of additional municipal office building in ward 32, ellis chatram road, vazhuthareddy, viluppuram municipality.",5426798.0,521220.07,300000.0,-0.0754
