Project_ID,Work description,Work category,Hon'ble Members of Parliament,Constituency,State,Recommended date,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date,Sanction Amount ( ₹ ),Work Status,Fund Disbursed Amount ( ₹ ),Payment Status,Completion Date,Amount Disbursed ( ₹ ),riskScore,riskLevel
133166.0,construction of community bhavan at navalgund tq belavatagi village pry no 1/a near shivanand math continue work,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-08,497185.0,2024-07-09,497185.0,Physical Inspection,497185.0,Payment Success,2024-10-14,497185,45,MODERATE
133167.0,construction of college room of  cbs charitable foudation at nulvi vilage pry no 817/3 continued work,trust and society,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-08,500000.0,2025-09-18,500000.0,Sanction,,,,,25,LOW
133190.0,construction of community bhavan of veerashaiv jangam society (r) at ward no 21 chidamarnagar dharwad,trust and society,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-08,450000.0,2024-09-23,450000.0,Sanction,,,,,25,LOW
133191.0,construction of maremma cultural bhavan at neerlgudda village shiggava tq,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-08,1500000.0,2025-05-29,1500000.0,Work partially Completed,850909.0,Payment Success,,,25,LOW
133301.0,"construction of cultural bhavan at kundagol tq, chickgungal village st colony, pry no.202",normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,398009.0,2024-08-22,398009.0,Physical Inspection,398009.0,Payment Success,2025-02-03,398009,5,LOW
133303.0,construction of community hall at uppinbetageri village near mallikarjun temple pry no1151,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,399104.0,2024-07-25,399104.0,Physical Inspection,399104.0,Payment Success,2025-02-14,399104,5,LOW
133304.0,construction of community hall at shibargatti village near hanamanth temple pry no 96,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,396154.0,2024-08-22,396154.0,Physical Inspection,396154.0,Payment Success,2025-09-25,396154,5,LOW
133305.0,construction of community hall at hosategur village near shri girimalleshwar math pry no 518 continue work,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,400000.0,2025-06-03,400000.0,Sanction,,,,,25,LOW
133306.0,construction of community hall at kardigudda village near mallikarjun temple pry no 451/2,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,495627.0,2025-03-14,495627.0,Physical Inspection,495627.0,Payment Success,2025-07-17,495627,5,LOW
133307.0,construction of community hall at tadakod village near vittal temple pry no 319,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,398955.0,2024-08-17,398955.0,Physical Inspection,398955.0,Payment Success,2025-07-29,398955,5,LOW
133308.0,construction of community hall at mulmuttal village near beereshwar temple pry no 67,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,399304.0,2024-08-17,399304.0,Physical Inspection,399304.0,Payment Success,2025-05-31,399304,5,LOW
133309.0,construction of community hall at nigadi village near kalmeshwar temple pry no 101 continued work,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,495031.0,2025-03-14,495031.0,Physical Inspection,495031.0,Payment Success,2025-10-28,495031,5,LOW
133310.0,construction of cultural bhavan at parsapur village near hanuman temple pry no 107,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,247583.0,2024-08-22,247583.0,Physical Inspection,247583.0,Payment Success,2025-05-31,247583,5,LOW
133311.0,construction of cultural bhavan at chabbi village near vithobha temple pry no 266/a,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,250000.0,2024-08-22,250000.0,Sanction,,,,,25,LOW
133312.0,construction of community hall at ayahatti village near beereshwar temple pry no 34,normal/others,Pralhad Venkatesh Joshi,DHARWAD,Karnataka,2024-07-09,498091.0,2024-07-25,498091.0,Physical Inspection,498091.0,Payment Success,2025-06-09,498091,5,LOW
133409.0,"pcc road from permeshwar bhagat house to ramdev master house at ward no 15, uder forbesganj block.",normal/others,Pradeep Kumar Singh,ARARIA,Bihar,2024-07-12,448127.0,2024-07-14,448127.0,Physical Inspection,448127.0,Payment Success,2024-09-05,448127,5,LOW
133447.0,phage 2: concrete r.c.c. bridge,normal/others,Dr Sukanta Majumdar,BALURGHAT,West Bengal,2024-07-13,1602957.0,2024-08-07,1602957.0,Physical Inspection,1602957.0,Payment Success,2026-07-27,1602957,5,LOW
133549.0,khnagela game mota faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,250000.0,Payment Success,2026-02-21,250000,5,LOW
133550.0,vijagadh game sampura balubhai na ghar thi kenal faliya sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133551.0,khangela game dharmesh na ghar taraf jata rasta par c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,242105.0,2025-10-17,242105.0,Physical Inspection,242105.0,Payment Success,2026-02-21,242105,5,LOW
133552.0,khapariya game damor faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,25,LOW
133553.0,agavada game gamtal sarpanch faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133554.0,dashla game sarkari prathmik  shala ma shed nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245098.0,2025-10-17,245098.0,Sanction,,,,,25,LOW
133556.0,khapariiya game damor simada faliya faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133557.0,varod surpali sadiyavaru faliyama aavel sarkari sarve no.189-1 ma samuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,25,LOW
133558.0,varamkheda game mukhy rasta thi gamtal sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133559.0,moti kharaj game dhanthadi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245098.0,2025-10-17,245098.0,Sanction,,,,,25,LOW
133560.0,nagrala game bamaniya faliya ma samuhik sinchai kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,25,LOW
133561.0,nasirpur game mavi faliya ma samuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,25,LOW
133562.0,punsari game bhuriya faliya ma paka rasta ne jodto c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133563.0,chandawada game toranvali mahudi faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133564.0,dhavadiya game borva faliyama c.c.roadnu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-02,250000.0,Physical Inspection,,,2026-05-12,,5,LOW
133565.0,simaliya khurd  game gamtal thi majubhai na ghar sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,250000.0,Payment Success,2026-02-06,250000,5,LOW
133566.0,varamkheda game nadini bajuma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-10-07,250000.0,Sanction,,,,,25,LOW
133567.0,bhutodi game mohaniya  faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245098.0,2025-10-17,245098.0,Physical Inspection,245098.0,Payment Success,2026-05-06,245098,5,LOW
133568.0,motikharaj game paka rasta thi  bhabhor faliya sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133569.0,khangela game paka rasta thi dineshbai gundiya  na ghar sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,250000.0,Payment Success,2026-02-21,250000,5,LOW
133570.0,gadoi game umriya kotar upar smshan jata rasta upar nala nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,25,LOW
133571.0,bavka game mulka faliya thi smshan taraf jata rasta par nala nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,25,LOW
133572.0,katwara game hathila faliya ma  samuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,25,LOW
133573.0,nani kharaj game bandikhedi panda faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133574.0,kathla game damar road thi parmar faliya sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,25,LOW
133575.0,nalwai game chopadi faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-27,250000.0,Work partially Completed,,,,,25,LOW
133576.0,garbada game kamliyavad faliyama c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-27,250000.0,Sanction,,,,,25,LOW
133577.0,lilar game mavi faliya ma  samuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,25,LOW
133578.0,chharchhoda game bhabhor faliya thi aanganvadi ne jodto c.c.roadnu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-27,250000.0,Sanction,,,,,25,LOW
133579.0,bhutardi game bhuriya faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,247496.0,2025-10-04,247496.0,Physical Inspection,247496.0,Payment Success,,,25,LOW
133580.0,minakyar game bilval faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,247496.0,2025-10-04,247496.0,Sanction,,,,,25,LOW
133581.0,kharva game rasulbhaina ghar pase nikalti  sheri thi aanganvadi sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,25,LOW
133582.0,nelsur game aashram faliya ma saamuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,25,LOW
133583.0,ambli game khada faliya ma samuhik  kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,25,LOW
133584.0,vajelav game sarpanch faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,249291.0,2025-03-27,249291.0,Physical Inspection,249291.0,Payment Success,2026-08-22,249291,5,LOW
133585.0,matwa game navi vsahat thi badarbhai plas na ghar sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-27,250000.0,Physical Inspection,249291.0,Payment Success,2026-08-22,249291,5,LOW
133586.0,abhlod game indira nagari faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,249291.0,2025-03-27,249291.0,Sanction,,,,,5,LOW
133587.0,zari burjarg game dungra faliya ma aanganvadi thi ramanbhai vanabhai na ghar sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,247496.0,2025-10-04,247496.0,Sanction,,,,,25,LOW
133588.0,rayan panchayat limbu faliya thi lilva talavne jodto c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-27,250000.0,Physical Inspection,249291.0,Payment Success,2026-08-23,249291,5,LOW
133589.0,boriyala game divaniya faliya ma samuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,25,LOW
133590.0,patiya game simada faliya ma samuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,25,LOW
133591.0,abhlod game umriya umariya faliya thi pranmji mandir par c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Physical Inspection,248443.0,Payment Success,2026-08-21,248443,5,LOW
133592.0,kharva game bhuriya faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,249291.0,2025-03-27,249291.0,Sanction,,,,,5,LOW
133593.0,dhamanbari game nishal faliyama samuhik kuvanu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,350000.0,2026-01-02,350000.0,Sanction,,,,,25,LOW
133594.0,patiya game katara faliya thi samshan sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,25,LOW
133595.0,nadhelav game bara na kotar thi shala taraf jata rasta par c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,247496.0,2025-10-04,247496.0,Sanction,,,,,25,LOW
133596.0,abhlod game mukhy rastaa thi  bor faliya sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,300000.0,2026-01-12,300000.0,Sanction,,,,,25,LOW
133597.0,nimach game nichvas faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,249291.0,2025-03-27,249291.0,Physical Inspection,249291.0,Payment Success,,,5,LOW
133598.0,vadva game bariya faliya anganvadi ne jodto c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,249291.0,2025-03-27,249291.0,Sanction,,,,,5,LOW
133599.0,zarikhareli ma vaniya faliyama sarvajanik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,25,LOW
133600.0,sahada game nishal faliya thi khaped faliya ne jodto c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,249291.0,2025-03-27,249291.0,Physical Inspection,249291.0,Payment Success,2026-08-21,249291,5,LOW
133601.0,nava faliya thi bamniya sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,249291.0,2025-03-27,249291.0,Physical Inspection,249291.0,Payment Success,2026-08-23,249291,5,LOW
133602.0,nadhelav game burva  faliyama sarvjanik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Physical Inspection,250000.0,Payment Success,,,25,LOW
133603.0,rayan game paka road thi gamtal sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,25,LOW
133604.0,panived game kaladala faliyama sarkari sarve number 333 ma samuhik kuvanu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,25,LOW
133605.0,khalta garbadi game risol faliya ma c.c road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,25,LOW
133606.0,dumka game main road thi mukhy nishal sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-16,250000.0,Sanction,,,,,25,LOW
133607.0,motimalu game main road thi baheda faliya sudhi c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-16,250000.0,Sanction,,,,,25,LOW
133608.0,dumka game anganvadi kendr number 4 par c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-16,250000.0,Sanction,,,,,25,LOW
133609.0,khalta game mohaniya faliya ma c.c road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,25,LOW
133610.0,vakota game maji sarpanch faliya ma sarvjanik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-06-30,250000.0,Sanction,,,,,5,LOW
133611.0,dhanarpatiya game mukhy  faliyama c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,25,LOW
133612.0,khajuri game mali faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2025-03-16,250000.0,Sanction,,,,,25,LOW
133613.0,zabu game bamaniya faliya ma sarvajanik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,25,LOW
133614.0,zabu game pateliya faliya ma c.c.road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,25,LOW
133686.0,construction of mid day meal shed in govt primary school bajakhana main,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,300000.0,2024-08-02,300000.0,Physical Inspection,300000.0,Payment Success,2025-04-07,300000,5,LOW
133687.0,construction of mid day meal shed in govt primary school gondara,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,300000.0,2024-08-02,300000.0,Physical Inspection,300000.0,Payment Success,2025-04-07,300000,5,LOW
133688.0,construction of mid day meal shed in govt primary school sedha singhwala,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,300000.0,2024-08-02,300000.0,Physical Inspection,300000.0,Payment Success,2025-04-07,300000,5,LOW
133689.0,construction of mid day meal shed in govt primary school rauwala,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,300000.0,2024-08-02,300000.0,Physical Inspection,300000.0,Payment Success,2025-04-07,300000,5,LOW
133690.0,construction of mid day meal shed in govt primary school dal singh wala,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,300000.0,2024-08-02,300000.0,Physical Inspection,300000.0,Payment Success,2025-04-07,300000,5,LOW
133691.0,construction of mid day meal shed in govt primary school bajakhana (bus adda),normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,300000.0,2024-08-02,300000.0,Physical Inspection,300000.0,Payment Success,2025-04-07,300000,5,LOW
133692.0,construction of mid day meal shed in govt primary school okandwala,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,299155.0,2024-09-02,299155.0,Physical Inspection,299155.0,Payment Success,2025-04-07,299155,5,LOW
133693.0,construction of mid day meal shed in govt primary school gumti khurd,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,300000.0,2024-08-02,300000.0,Physical Inspection,300000.0,Payment Success,2025-04-07,300000,5,LOW
133694.0,construction of mid day meal shed in govt primary school pakka no.4,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,300000.0,2024-08-02,300000.0,Physical Inspection,300000.0,Payment Success,2025-04-07,300000,45,MODERATE
133695.0,construction of cycle shed in govt primary school lambwali,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,197304.0,2024-09-02,197304.0,Physical Inspection,197304.0,Payment Success,2025-04-07,197304,5,LOW
133696.0,installation of ro system and water cooler in govt primary school pakka no.4,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,84500.0,2024-08-02,84500.0,Physical Inspection,84500.0,Payment Success,2025-04-07,84500,5,LOW
133697.0,construction of smart classroom & cycle shed in govt primary school machaki mal singh,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,298940.0,2024-09-02,298940.0,Physical Inspection,298940.0,Payment Success,2025-04-07,298940,5,LOW
133698.0,installation of two interactive panel for smart class in govt high school dhimanwali,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,250000.0,2024-09-02,250000.0,Physical Inspection,250000.0,Payment Success,2025-05-07,250000,5,LOW
133699.0,installation of ro system and water cooler in govt primary school dhilwan kalan,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,84500.0,2024-09-02,84500.0,Physical Inspection,84500.0,Payment Success,2025-04-07,84500,5,LOW
133700.0,installation of ro system and water cooler in govt primary school gurri sangar,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,100000.0,2025-01-01,100000.0,Physical Inspection,100000.0,Payment Success,2025-03-04,100000,45,MODERATE
133701.0,installation of ro system and water cooler in govt primary school bajakhana main,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,84500.0,2024-08-02,84500.0,Physical Inspection,84500.0,Payment Success,2025-04-07,84500,5,LOW
133702.0,installation of ro system and water cooler in govt middle school chahal,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,84500.0,2024-09-02,84500.0,Physical Inspection,84500.0,Payment Success,2025-05-07,84500,5,LOW
133703.0,installation of ro system and water cooler in govt primary school dhudi,normal/others,SARABJEET SINGH KHALSA,FARIDKOT(SC),Punjab,2024-07-22,84500.0,2024-08-02,84500.0,Physical Inspection,84500.0,Payment Success,2025-04-07,84500,5,LOW
133772.0,dungar game khajuriya faliya ma naala nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-20,225200.0,2025-01-08,225200.0,Physical Inspection,225200.0,Payment Success,2025-11-21,225200,5,LOW
133773.0,dungar game valay nadi par sanrakshan dival nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-20,328900.0,2025-01-08,328900.0,Physical Inspection,328900.0,Payment Success,2025-04-23,328900,5,LOW
133774.0,dungar game kadechha faliya ma mukhy rasta thi vinodbhai valabhaina ghar sudhi r.c.c road nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-20,288400.0,2025-01-08,288400.0,Physical Inspection,288400.0,Payment Success,2025-04-23,288400,5,LOW
133775.0,dungar game kund faliya ma samuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-20,292600.0,2025-01-08,292600.0,Physical Inspection,292600.0,Payment Success,2025-04-21,292600,5,LOW
133776.0,dungar game naranbhai na faliya ma samuhik kuva nu kam,normal/others,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Gujarat,2024-07-20,289800.0,2025-01-08,289800.0,Physical Inspection,289800.0,Payment Success,2025-04-23,289800,5,LOW
133904.0,construction of flood control embankments in village makadkheda (narmada river),normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,1000000.0,2025-01-21,1000000.0,Vendor Identification,900000.0,Payment Success,,,25,LOW
133905.0,construction of common work shed in village bhopada at salakhedi road,normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,250000.0,2025-01-05,250000.0,Work Completed,250000.0,Payment Success,2026-03-17,250000,5,LOW
133906.0,construction of community hall in village oon bujurga at behind bholaram farm,normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,500000.0,2025-01-05,500000.0,Work partially Completed,500000.0,Payment Success,,,25,LOW
133909.0,construction of common work shed in village ranipura (morani panchayat) at near old hanuman mandir,normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,250000.0,2024-10-22,250000.0,Vendor Identification,150000.0,Payment Success,,,25,LOW
133910.0,construction of common work shed in village chervi at near samadhi of toranmal incident,normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,200000.0,2024-10-25,200000.0,Vendor Identification,120000.0,Payment Success,,,25,LOW
133911.0,construction of community hall in village rosar,normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,500000.0,2024-10-21,500000.0,Vendor Identification,300000.0,Payment Success,,,25,LOW
133912.0,construction of community hall in village bakwadi at near damodar sahu farm,normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,1000000.0,2024-10-22,1000000.0,Vendor Identification,600000.0,Payment Success,,,25,LOW
133913.0,construction of common work shed in village barda at near shriram mandir,normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,500000.0,2025-03-27,500000.0,Vendor Identification,300000.0,Payment Success,,,25,LOW
133919.0,construction of common work shed in anjad at ward no 04 at near khatu shyam mandir,normal/others,Gajendra Singh Patel,KHARGONE(ST),Madhya Pradesh,2024-07-22,200000.0,2024-12-18,200000.0,Work Completed,200000.0,Payment Success,2026-04-07,200000,5,LOW
